game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,high_danger_unblocked,assumed_danger_states,event_successful,side_of_rink,x_coord,y_coord,distance_to_net,angle_to_attacking_net,event_type,player_name_2,x_coord_2,y_coord_2,distance_to_net_2,angle_to_attacking_net_2,event_detail_1,event_detail_2,event_detail_3,frame_id_1,frame_id_2,game_seconds,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,away_player_10,away_position_10,away_x_10,away_y_10,away_player_7,away_position_7,away_x_7,away_y_7,away_player_8,away_position_8,away_x_8,away_y_8,away_player_9,away_position_9,away_x_9,away_y_9,home_player_10,home_position_10,home_x_10,home_y_10,home_player_7,home_position_7,home_x_7,home_y_7,home_player_8,home_position_8,home_x_8,home_y_8,home_player_9,home_position_9,home_x_9,home_y_9,away_player_20,away_position_20,away_x_20,away_y_20,away_player_11,away_player_21,away_position_11,away_position_21,away_x_11,away_x_21,away_y_11,away_y_21,away_player_12,away_player_22,away_position_12,away_position_22,away_x_12,away_x_22,away_y_12,away_y_22,away_player_13,away_position_13,away_x_13,away_y_13,away_player_14,away_position_14,away_x_14,away_y_14,away_player_15,away_position_15,away_x_15,away_y_15,away_player_16,away_position_16,away_x_16,away_y_16,away_player_17,away_position_17,away_x_17,away_y_17,away_player_18,away_position_18,away_x_18,away_y_18,away_player_19,away_position_19,away_x_19,away_y_19,home_player_20,home_position_20,home_x_20,home_y_20,home_player_11,home_player_21,home_position_11,home_position_21,home_x_11,home_x_21,home_y_11,home_y_21,home_player_12,home_player_22,home_position_12,home_position_22,home_x_12,home_x_22,home_y_12,home_y_22,home_player_13,home_position_13,home_x_13,home_y_13,home_player_14,home_position_14,home_x_14,home_y_14,home_player_15,home_position_15,home_x_15,home_y_15,home_player_16,home_position_16,home_x_16,home_y_16,home_player_17,home_position_17,home_x_17,home_y_17,home_player_18,home_position_18,home_x_18,home_y_18,home_player_19,home_position_19,home_x_19,home_y_19
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,358,5 on 4,0,0,Rebecca Johnston,Play,,0,t,1,136,23,56.47344509,110.1998066,Direct,Erin Ambrose,131,48,58.26019224,84.58297789,,,,858,882,842,Erin Ambrose,Defense,130.5163342,44.96408446,Marie-Philip Poulin,Center,140.5647925,70.26863413,Brianne Jenner,Center,170.8398573,36.66761874,Rebecca Johnston,Center,140.0882578,23.84765673,,,,,Maddie Rooney,Goalie,183.6297267,41.72727771,Alex Carpenter,Left Wing,166.8768713,52.58454039,Megan Keller,Defense,179.3139601,45.56318627,Amanda Kessel,Center,149.7588182,39.75506695,Lee Stecklein,Defense,168.7461506,33.71203146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,355,5 on 4,0,0,Erin Ambrose,Play,,1,t,1,130,34,59.60914359,98.19806885,Direct,Marie-Philip Poulin,140,63,53.11544032,67.29715788,,,,954,975,845,Marie-Philip Poulin,Center,133.6033463,60.62266197,Sarah Fillier,Center,189.2271757,59.52986975,Brianne Jenner,Center,178.1733301,44.13456695,Rebecca Johnston,Center,146.2018629,24.07114636,Erin Ambrose,Defense,126.0961424,34.78342551,Megan Keller,Defense,180.8740219,47.91614768,Lee Stecklein,Defense,169.1599519,35.32151129,Alex Carpenter,Left Wing,161.1731671,48.37480881,Amanda Kessel,Center,144.609734,34.88162681,Maddie Rooney,Goalie,184.4523231,42.07727077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,353,5 on 4,0,0,Marie-Philip Poulin,Play,,1,t,1,160,63,35.51408171,54.74364129,Direct,Sarah Fillier,190,59,16.53027525,-3.468229259,,,,1014,1024,847,Marie-Philip Poulin,Center,152.7904331,56.90695001,Rebecca Johnston,Center,163.2193561,25.44532779,Sarah Fillier,Center,190.5897998,56.94417584,Brianne Jenner,Center,180.3908959,43.48922871,Erin Ambrose,Defense,131.7342662,25.03379191,Amanda Kessel,Center,156.5119261,32.81941541,Megan Keller,Defense,171.2760438,50.81107434,Maddie Rooney,Goalie,185.4925794,43.4631525,Lee Stecklein,Defense,177.6331393,38.07904711,Alex Carpenter,Left Wing,165.8737013,51.0780221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,352,5 on 4,0,0,Sarah Fillier,Play,,1,t,1,190,59,16.53027525,-3.468229259,Direct,Brianne Jenner,181,45,8.381527307,72.64597536,,,,1028,1041,848,Sarah Fillier,Center,193.5200779,54.49927713,Brianne Jenner,Center,178.8821184,45.11970616,Marie-Philip Poulin,Center,164.2572005,61.31611991,Rebecca Johnston,Center,172.7310709,32.30735118,,,,,Lee Stecklein,Defense,180.207008,40.47272063,Alex Carpenter,Left Wing,170.2668153,57.15182737,Amanda Kessel,Center,169.0266244,37.01447798,Maddie Rooney,Goalie,186.7959313,43.30975619,Megan Keller,Defense,176.418101,56.0165059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,352,5 on 4,0,0,Brianne Jenner,Shot,1,1,t,1,181,45,8.381527307,72.64597536,Snapshot,,,,,,On Net,f,t,1041,,848,Sarah Fillier,Center,193.5200779,54.49927713,Brianne Jenner,Center,178.8821184,45.11970616,Marie-Philip Poulin,Center,164.2572005,61.31611991,Rebecca Johnston,Center,172.7310709,32.30735118,,,,,Lee Stecklein,Defense,180.207008,40.47272063,Alex Carpenter,Left Wing,170.2668153,57.15182737,Amanda Kessel,Center,169.0266244,37.01447798,Maddie Rooney,Goalie,186.7959313,43.30975619,Megan Keller,Defense,176.418101,56.0165059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,215,5 on 4,0,1,Alex Carpenter,Puck Recovery,,0,t,0,40,67,37.96379855,130.192046,,,,,,,,,,64,,985,Emily Clark,Center,29.97411888,45.7786916,Jocelyne Larocque,Defense,28.95435087,53.7760259,Ann-Renee Desbiens,Goalie,16.47308938,48.47135682,Blayre Turnbull,Center,30.51811337,63.32343579,Renata Fast,Defense,31.8005398,68.93897442,Alex Carpenter,Left Wing,35.61415899,69.55129578,Amanda Kessel,Center,35.9164628,56.01663988,Abby Roque,Center,32.38111689,63.09137149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,213,5 on 4,0,1,Alex Carpenter,Play,,0,t,0,58,74,56.57958996,123.8304981,Direct,Kelly Pannek,64,80,64.92495668,125.2812078,,,,96,108,987,Emily Clark,Center,49.28128594,43.46291041,Jocelyne Larocque,Defense,34.63096933,47.81034006,Blayre Turnbull,Center,33.57307575,57.95700934,Renata Fast,Defense,51.5638606,58.89475236,,,,,Alex Carpenter,Left Wing,52.96428774,62.38043376,Amanda Kessel,Center,49.08117863,50.02262197,Abby Roque,Center,28.52660051,62.2631637,Kelly Pannek,Center,63.59299574,71.44791513,Cayla Barnes,Defense,72.17603418,39.75373483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,212,5 on 4,0,1,Kelly Pannek,Play,,0,t,0,64,75,62.17113478,121.51694,Direct,Abby Roque,12,55,12.5399362,175.4260787,,,,141,165,988,Emily Clark,Center,53.98851276,41.13312368,Jocelyne Larocque,Defense,33.98815875,43.74837295,Blayre Turnbull,Center,44.64160363,60.74862982,Renata Fast,Defense,48.43426314,67.07559661,,,,,Alex Carpenter,Left Wing,53.07914881,69.56339753,Amanda Kessel,Center,50.30149596,39.35898504,Abby Roque,Center,21.6201558,64.17431887,Kelly Pannek,Center,68.85639819,70.84692686,Cayla Barnes,Defense,70.6580815,35.44268204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,206,5 on 4,0,1,Abby Roque,Play,,0,t,0,20,19,25.16445906,20.95577673,Direct,Amanda Kessel,5,29,14.7732867,-23.96248897,,,,297,314,994,Emily Clark,Center,31.8334152,29.10155814,Jocelyne Larocque,Defense,18.55221455,44.62045029,Ann-Renee Desbiens,Goalie,11.80411709,39.96378634,Blayre Turnbull,Center,29.09210307,36.21372604,Renata Fast,Defense,18.0626785,31.26917803,Amanda Kessel,Center,1.792332878,32.75478789,Abby Roque,Center,20.50032743,18.37210556,Alex Carpenter,Left Wing,34.51341042,29.19163653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,205,5 on 4,0,1,Amanda Kessel,Play,,0,t,0,7,21,21.86892773,-10.53918373,Direct,Abby Roque,37,12,40.07804885,40.44623202,,,,349,370,995,Jocelyne Larocque,Defense,19.31611744,47.61776436,Ann-Renee Desbiens,Goalie,12.08569716,39.93510269,Blayre Turnbull,Center,28.37007644,40.41998211,Renata Fast,Defense,18.2955569,30.28265578,Emily Clark,Center,36.35827426,30.61218444,Amanda Kessel,Center,3.109292036,31.25604553,Abby Roque,Center,32.69632224,17.09356405,Alex Carpenter,Left Wing,37.05114229,28.20897283,Kelly Pannek,Center,26.85284787,60.14112452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,202,5 on 4,0,1,Abby Roque,Play,,0,t,0,44,14,43.60332556,49.18491613,Direct,Amanda Kessel,8,22,20.71834936,-8.32565033,,,,422,444,998,Jocelyne Larocque,Defense,20.97420536,43.26294954,Ann-Renee Desbiens,Goalie,14.47719754,39.29153565,Blayre Turnbull,Center,35.44553778,37.52453815,Renata Fast,Defense,25.52965144,27.73528364,Emily Clark,Center,48.82002176,21.83883783,Amanda Kessel,Center,9.293175295,29.548494,Abby Roque,Center,46.48774947,13.01174096,Alex Carpenter,Left Wing,31.40365152,27.40034698,Kelly Pannek,Center,30.50480959,67.97404097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,199,5 on 4,0,1,Amanda Kessel,Play,,0,t,0,37,9,42.40577791,37.81573261,Direct,Cayla Barnes,70,30,60.30961781,78.0379486,,,,510,536,1001,Jocelyne Larocque,Defense,22.26290155,45.05814053,Ann-Renee Desbiens,Goalie,12.84906905,39.92506757,Blayre Turnbull,Center,28.80679646,36.15128914,Renata Fast,Defense,27.49134127,22.08847515,Emily Clark,Center,45.06337087,32.18274259,Amanda Kessel,Center,32.28800407,11.55086056,Alex Carpenter,Left Wing,33.00299548,29.75238934,Abby Roque,Center,32.19395146,9.190717111,Kelly Pannek,Center,40.37643779,70.97096385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,196,5 on 4,0,1,Cayla Barnes,Shot,0,0,f,0,66,64,59.05294235,111.3509802,Snapshot,,,,,,Blocked,t,f,614,,1004,Emily Clark,Center,65.39992704,45.93885403,Renata Fast,Defense,32.13752774,31.40976899,Blayre Turnbull,Center,47.14729058,43.28483899,Jocelyne Larocque,Defense,27.90625254,50.58874752,Ann-Renee Desbiens,Goalie,17.51591646,43.32737452,Amanda Kessel,Center,55.61942906,22.53933242,Alex Carpenter,Left Wing,36.45049838,40.66613208,Cayla Barnes,Defense,73.32747885,49.70196506,Kelly Pannek,Center,47.83333916,72.1286907,Abby Roque,Center,17.02747264,28.20980934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,192,5 on 4,0,1,Cayla Barnes,Puck Recovery,,0,t,0,93,60,83.8465861,102.0470305,,,,,,,,,,243,,1008,Renata Fast,Defense,21.35061935,38.278472,Blayre Turnbull,Center,50.88763316,34.93387402,Ann-Renee Desbiens,Goalie,15.38027037,41.47270918,Jocelyne Larocque,Defense,40.85722916,42.57282449,Emily Clark,Center,61.91765355,36.65875399,Amanda Kessel,Center,42.79878658,31.40236616,Kelly Pannek,Center,56.25717224,54.44599231,Abby Roque,Center,21.40347563,36.02237157,Alex Carpenter,Left Wing,33.18101845,45.84657913,Cayla Barnes,Defense,92.70939298,49.69532267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
