game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id_1,frame_id_2,game_seconds,offensive_zone_event,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,clock_diff,home_1_diffx,home_2_diffx,home_3_diffx,home_4_diffx,home_5_diffx,home_6_diffx,home_1_diffy,home_2_diffy,home_3_diffy,home_4_diffy,home_5_diffy,home_6_diffy,away_1_diffx,away_2_diffx,away_3_diffx,away_4_diffx,away_5_diffx,away_6_diffx,away_1_diffy,away_2_diffy,away_3_diffy,away_4_diffy,away_5_diffy,away_6_diffy,home_1_xvelo,home_2_xvelo,home_3_xvelo,home_4_xvelo,home_5_xvelo,home_6_xvelo,home_1_yvelo,home_2_yvelo,home_3_yvelo,home_4_yvelo,home_5_yvelo,home_6_yvelo,away_1_xvelo,away_2_xvelo,away_3_xvelo,away_4_xvelo,away_5_xvelo,away_6_xvelo,away_1_yvelo,away_2_yvelo,away_3_yvelo,away_4_yvelo,away_5_yvelo,away_6_yvelo,player_diff
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,358,5 on 4,0,0,Rebecca Johnston,Play,t,64,23,Direct,Erin Ambrose,69.0,48.0,,,,858.0,882.0,842,True,Erin Ambrose,Defense,69.48366577333334,44.964084457,Marie-Philip Poulin,Center,59.43520753333331,70.26863413000001,Brianne Jenner,Center,29.160142699999966,36.667618739666665,Rebecca Johnston,Center,59.911742153333336,23.847656728,,,,,Maddie Rooney,Goalie,16.370273287208335,41.7272777054875,Alex Carpenter,Left Wing,33.12312867000003,52.58454039000001,Megan Keller,Defense,20.68603991333333,45.56318627100001,Amanda Kessel,Center,50.241181766666614,39.755066951,Lee Stecklein,Defense,31.25384937333334,33.71203146466667,,,,,,,,,-1.0,14.28886446279165,-17.955141853333345,6.425666649999982,-28.750900239999993,13.41627588666671,,-9.06081307884584,11.877142587666683,13.751815588333343,-3.0573584620000034,-1.6310806106666575,,-20.773894856666715,-32.91307825666664,15.914911864285727,6.591099541904782,,,29.568250855333332,34.66125652633335,-30.369590139976196,-14.060313607238083,,,14.28886446279165,-17.955141853333345,6.425666649999982,-28.750900239999993,13.41627588666671,,9.06081307884584,-11.877142587666683,-13.751815588333343,3.0573584620000034,1.6310806106666575,,-20.773894856666715,-32.91307825666664,15.914911864285727,6.591099541904782,,,-29.568250855333332,-34.66125652633335,30.369590139976196,14.060313607238083,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,355,5 on 4,0,0,Erin Ambrose,Play,t,70,34,Direct,Marie-Philip Poulin,60.0,63.0,,,,954.0,975.0,845,True,Marie-Philip Poulin,Center,66.39665374999998,60.622661969999996,Sarah Fillier,Center,10.772824270000001,59.529869749333336,Brianne Jenner,Center,21.826669926666625,44.13456695166666,Rebecca Johnston,Center,53.79813710000002,24.07114636,Erin Ambrose,Defense,73.90385762000001,34.783425505666656,Megan Keller,Defense,19.125978103333324,47.916147682999984,Lee Stecklein,Defense,30.840048086666684,35.321511291,Alex Carpenter,Left Wing,38.826832946666684,48.37480880633332,Amanda Kessel,Center,55.390266043333355,34.88162681366667,Maddie Rooney,Goalie,15.547676929874967,42.07727076522083,,,,,,,,,-3.0,-2.7557048161249895,2.2830805833333443,-18.140793033333352,-5.149084276666741,15.706172443458371,,6.188869977512482,-17.263029099000008,2.8116225353333064,-4.873440137333333,8.365239300554158,,3.087012023333358,48.66238326333331,7.333472773333341,6.113605053333316,,,15.658577512999997,-10.738764380666673,7.466948211999998,0.22348963199999972,,,-0.9185682720416631,0.7610268611111147,-6.046931011111117,-1.7163614255555804,5.235390814486124,,-2.0629566591708275,5.754343033000002,-0.9372075117777688,1.6244800457777775,-2.7884131001847194,,1.029004007777786,16.220794421111105,2.444490924444447,2.0378683511111055,,,-5.219525837666666,3.579588126888891,-2.4889827373333326,-0.0744965439999999,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,353,5 on 4,0,0,Marie-Philip Poulin,Play,t,40,63,Direct,Sarah Fillier,10.0,59.0,,,,1014.0,1024.0,847,True,Marie-Philip Poulin,Center,47.209566850000016,56.90695001466666,Rebecca Johnston,Center,36.78064386666668,25.445327789666667,Sarah Fillier,Center,9.410200236666668,56.94417584399999,Brianne Jenner,Center,19.60910408666669,43.489228708000006,Erin Ambrose,Defense,68.26573376000005,25.033791911999998,Amanda Kessel,Center,43.488073936666694,32.819415408333334,Megan Keller,Defense,28.72395619333335,50.811074336666664,Maddie Rooney,Goalie,14.507420610000025,43.46315249866666,Lee Stecklein,Defense,22.366860733333368,38.07904711466667,Alex Carpenter,Left Wing,34.12629866666663,51.078022097333324,,,,,,,,,-2.0,-24.36209583333337,2.1160918933333335,24.31941233666666,33.02340530999999,-18.57862173679166,,-15.09673227466665,15.489563045666664,-4.911656307666661,3.197420301000001,9.000751332112493,,19.18708689999997,-26.00781959666668,12.416469689999957,34.18903301333333,5.638123859999965,,-3.715711955333333,-34.084541959666666,12.80960889233333,19.418082348000006,-9.749633593666658,,-12.181047916666685,1.0580459466666667,12.15970616833333,16.511702654999993,-9.28931086839583,,7.548366137333325,-7.744781522833332,2.4558281538333304,-1.5987101505000005,-4.500375666056247,,9.593543449999984,-13.00390979833334,6.2082348449999785,17.094516506666665,2.8190619299999824,,1.8578559776666665,17.042270979833333,-6.404804446166665,-9.709041174000003,4.874816796833329,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,352,5 on 4,0,0,Sarah Fillier,Play,t,10,59,Direct,Brianne Jenner,19.0,45.0,,,,1028.0,1041.0,848,True,Sarah Fillier,Center,6.479922133333304,54.49927712666667,Brianne Jenner,Center,21.117881563333384,45.11970616233332,Marie-Philip Poulin,Center,35.74279954000005,61.31611991266666,Rebecca Johnston,Center,27.268929130000004,32.30735118366667,,,,,Lee Stecklein,Defense,19.792991966666705,40.47272063333333,Alex Carpenter,Left Wing,29.733184749999964,57.151827369333354,Amanda Kessel,Center,30.973375560000022,37.01447797866667,Maddie Rooney,Goalie,13.204068709999973,43.30975618666666,Megan Keller,Defense,23.581899013333384,56.01650590466666,,,,,,,,,-1.0,23.69508196999999,-1.0092285566666135,-16.465954949999997,9.162792023333395,10.544399653333244,,7.653305224999997,6.34075303266669,-6.44867451999999,5.230709071999989,4.938483807333334,,40.72964471666671,15.662762303333295,-26.33259930333338,-7.6598250433333135,,,-2.4076728879999933,19.674378372666656,4.371944068666664,-11.181877524333338,,,23.69508196999999,-1.0092285566666135,-16.465954949999997,9.162792023333395,10.544399653333244,,-7.653305224999997,-6.34075303266669,6.44867451999999,-5.230709071999989,-4.938483807333334,,40.72964471666671,15.662762303333295,-26.33259930333338,-7.6598250433333135,,,2.4076728879999933,-19.674378372666656,-4.371944068666664,11.181877524333338,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,352,5 on 4,0,0,Brianne Jenner,Shot,t,19,45,Snapshot,,,,On Net,f,t,1041.0,,848,True,Sarah Fillier,Center,6.479922133333304,54.49927712666667,Brianne Jenner,Center,21.117881563333384,45.11970616233332,Marie-Philip Poulin,Center,35.74279954000005,61.31611991266666,Rebecca Johnston,Center,27.268929130000004,32.30735118366667,,,,,Lee Stecklein,Defense,19.792991966666705,40.47272063333333,Alex Carpenter,Left Wing,29.733184749999964,57.151827369333354,Amanda Kessel,Center,30.973375560000022,37.01447797866667,Maddie Rooney,Goalie,13.204068709999973,43.30975618666666,Megan Keller,Defense,23.581899013333384,56.01650590466666,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,216,5 on 4,0,1,Abby Roque,Faceoff Win,t,31,135,Backhand,Blayre Turnbull,,,,,,24.0,,984,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,215,5 on 4,0,1,Alex Carpenter,Puck Recovery,t,40,133,,,,,,,,64.0,,985,True,Emily Clark,Center,29.974118883500005,154.2213084025,Jocelyne Larocque,Defense,28.954350867999995,146.223974097,Ann-Renee Desbiens,Goalie,16.47308938,151.528643185,Blayre Turnbull,Center,30.518113374000002,136.67656420749998,Renata Fast,Defense,31.800539803,131.061025583,Alex Carpenter,Left Wing,35.614158986999996,130.448704217,Amanda Kessel,Center,35.916462798000005,143.983360122,Abby Roque,Center,32.3811168875,136.908628513,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,213,5 on 4,0,1,Alex Carpenter,Play,t,58,126,Direct,Kelly Pannek,64.0,120.0,,,,96.0,108.0,987,True,Emily Clark,Center,49.28128594066668,156.537089587,Jocelyne Larocque,Defense,34.630969331333326,152.189659938,Blayre Turnbull,Center,33.57307574933333,142.04299066233332,Renata Fast,Defense,51.56386059666667,141.10524763566667,,,,,Alex Carpenter,Left Wing,52.964287741666666,137.61956624166666,Amanda Kessel,Center,49.08117862599998,149.97737802866666,Abby Roque,Center,28.526600507000005,137.7368363026667,Kelly Pannek,Center,63.59299573633334,128.55208486533334,Cayla Barnes,Defense,72.17603418,160.2462651733333,,,,,,,,,-2.0,17.35012875466667,13.164715827999977,-3.8545163804999945,,,,-7.170862024666654,-5.99401790666667,-0.8282077896666635,,,,19.307167057166673,5.67661846333333,17.099986369333326,21.04574722266667,,,-2.31578118449999,-5.965685840999988,9.485652522666676,-4.428683428166693,,,-8.675064377333335,-6.582357913999989,1.9272581902499972,,,,-3.585431012333327,-2.997008953333335,-0.41410389483333176,,,,-9.653583528583336,-2.838309231666665,-8.549993184666663,-10.522873611333335,,,-1.157890592249995,-2.982842920499994,4.742826261333338,-2.2143417140833463,,,1
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,212,5 on 4,0,1,Kelly Pannek,Play,t,64,125,Direct,Abby Roque,12.0,145.0,,,,141.0,165.0,988,True,Emily Clark,Center,53.98851275933335,158.866876322,Jocelyne Larocque,Defense,33.98815874833334,156.25162705233333,Blayre Turnbull,Center,44.64160362533334,139.25137018333334,Renata Fast,Defense,48.43426313766666,132.92440339233332,,,,,Alex Carpenter,Left Wing,53.07914880966667,130.4366024743333,Amanda Kessel,Center,50.301495958000004,160.64101496266665,Abby Roque,Center,21.62015579566667,135.82568113366665,Kelly Pannek,Center,68.85639818700001,129.15307314266667,Cayla Barnes,Defense,70.65808150466667,164.55731795866666,,,,,,,,,-1.0,0.11486106800000329,1.2203173320000218,-6.906444711333336,5.263402450666668,-1.5179526753333334,,7.182963767333327,-10.663636933999989,1.9111551690000113,-0.6009882773333288,-4.311052785333331,,4.707226818666669,-0.6428105829999851,11.068527876000012,-3.12959745900001,,,-2.329786734999999,-4.061967114333342,2.791620478999974,8.180844243333361,,,-0.11486106800000329,-1.2203173320000218,6.906444711333336,-5.263402450666668,1.5179526753333334,,7.182963767333327,-10.663636933999989,1.9111551690000113,-0.6009882773333288,-4.311052785333331,,-4.707226818666669,0.6428105829999851,-11.068527876000012,3.12959745900001,,,-2.329786734999999,-4.061967114333342,2.791620478999974,8.180844243333361,,,1
8/2/2022,2021,Olympic (Women) - United States,Olympic (Women) - Canada,home,1,206,5 on 4,0,1,Abby Roque,Play,t,20,181,Direct,Amanda Kessel,5.0,171.0,,,,297.0,314.0,994,True,Emily Clark,Center,31.833415198,170.898441865,Jocelyne Larocque,Defense,18.55221455466667,155.379549712,Ann-Renee Desbiens,Goalie,11.80411709,160.03621366166666,Blayre Turnbull,Center,29.092103071333334,163.78627395533334,Renata Fast,Defense,18.062678495666667,168.73082197233333,Amanda Kessel,Center,1.7923328783000003,167.24521210633333,Abby Roque,Center,20.500327426666672,181.62789443633335,Alex Carpenter,Left Wing,34.513410417,170.80836347066668,,,,,,,,,,,,,,,,,-6.0,-51.28681593136667,-29.80116853133333,12.893254621333334,,,,-36.80860963200001,-20.986879473666676,-34.982682337,,,,-22.155097561333346,-15.435944193666671,-32.83748653533334,-19.342160066333328,,,-12.031565543000013,0.8720773403333411,-20.784843478333315,-30.861870563000018,,,8.547802655227779,4.966861421888889,-2.1488757702222223,,,,-6.134768272000001,-3.4978132456111126,-5.830447056166666,,,,3.692516260222224,2.572657365611112,5.472914422555557,3.223693344388888,,,-2.0052609238333354,0.14534622338889017,-3.464140579722219,-5.143645093833336,,,1
